TIC ID,TFOPWG Disposition,Sectors
233735354,PC,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,78,79,80,81,82"
421330229,PC,"14,15,16,23,26,40,41,49,53,54,55,56,57,59,60,73,74,75,76,80,81,82"
315120585,PC,"8,9,35"
310994622,PC,"14,15,21,22,41,48,49"
411731278,PC,"11,38,65"
405837291,PC,"14,15,16,41,54,55,56,57,74,75"
219809549,PC,"14,15,16,18,19,20,21,22,23,25,40,41,48,49,50,52,53,55,59,60,73,74,75"
375192273,PC,"15,17,56,57,76,77,82"
202059363,PC,"6,33"
445276138,PC,"17,18,58,85"
289345412,PC,"15,16,56,75,76,82,83"
129198098,PC,"16,56,83"
259415341,PC,"15,16,55,56,75,82,83"
160652910,PC,"15,55,56,82,83"
236644754,PC,"15,16,56,83"
395790368,PC,"15,16,56,76,83"
237101326,PC,"14,15,16,17,19,20,21,22,23,24,25,40,41,47,49,50,51,52,53,54,55,56"
219824470,PC,"16,22,23,49"
7976072,PC,"8,34"
348684814,PC,"8,35,61"
138329479,PC,"19,20,25,26,40,52"
408137826,PC,"5,32"
20299658,PC,"5,6,32,33"
102840239,CP,"9,36,63"
102840239,CP,"9,36,63"
420108587,PC,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,54,55,56"
79605791,PC,"12,39"
269341832,PC,"7,9,34,35,61,62"
293547742,PC,"8,9,35,36,62"
238317637,PC,"7,9,34,35,61,62,90"
238124845,PC,"6,7,8,33,34,35,61,62"
374908396,PC,"1,3,4,6,7,10,11,13,27,30,31,33,34,36,37,61,62,63,64,65"
350821320,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,37,38,39,61,62,63,64,65,66,67,68"
140893722,PC,"1,2,3,4,5,6,8,9,10,11,12,13,61,62,63,64,65,66,68,69"
29953537,PC,"8,9,35,36,62"
398466662,PC,"10,11,37,38"
322160664,PC,"19,59,73"
373612558,PC,"20,47,60"
245793479,PC,"5,32,43,44,70,71"
444977814,PC,"20,47,74"
419524589,PC,"17,18,24,58,78"
408548144,PC,"19,20,25,40,47,52,53,59,60,73,74,79"
468350765,PC,"18,19,25,26,52,58,59,73,78,79"
7562528,PC,"7,34,61"
13737885,PC,"8,34"
171922657,PC,"20,44,45,60"
46627476,PC,"6,32"
150063444,PC,"1,2,3,4,5,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69"
363040636,PC,"14,41,54,55,81"
89362689,PC,"14,40,41,54,74,81"
394924803,PC,"14,40,41,54,74,81"
407135911,PC,"14,40,54,74,80,81"
289047954,PC,"14,54,55,81,82"
274057129,PC,"15,16,55,56,75,76,82"
297413553,PC,"15,16,55,56,75,76,82"
276385231,PC,"15,16,17,41,55,57,75,76,77,82"
63232997,PC,"15,16,56,76,82"
170440216,PC,"14,15,41,54,55,74,75,81,82"
298189384,PC,"14,15,41,55,81,82"
452741216,PC,"15,56,82"
199417958,PC,"14,15,41,55,81,82"
62501513,PC,"15,16,82"
42110638,PC,"14,15,41,54,55,75,81,82"
418543326,PC,"15,55,56,82"
372077289,PC,"15,16,56,76,82"
287768299,PC,"15,16,82"
265887000,PC,"15,41,55,82"
427855645,PC,"15,16,56,76,82"
40093986,PC,"14,15,41,54,55,75,81,82"
436222251,PC,"14,15,41,55,81,82"
193081156,PC,"14,15,41,55,56,75,76,81,82"
352301423,PC,"14,15,16,17,40,41,47,50,54,55,56,57,60,74,75,76,77,81,82"
323407659,PC,"16,18,24,57,77,78,84,85"
309133240,PC,"18,58,85"
274151135,PC,"12,13,27,39,65,66,67"
219041246,CP,"16,22,23,49"
47601197,PC,6
409264172,PC,"7,33,34"
65440953,PC,18
157081737,PC,"6,7,33,34,61"
170434745,PC,"8,61"
143526233,PC,"7,8,34,61"
38584799,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65"
269849065,PC,"1,8,12,65,66,67,68"
364267778,PC,"3,7,8,9,10,13,27,30,33,34,36,37,61,62,63,67,68"
30853990,PC,"1,2,3,4,5,6,7,8,10,11,12,13,61,62,64,65,66,67,68"
35652085,PC,"9,36,62,63"
239134248,PC,"20,44,45,46,47,60"
394672497,PC,"11,12,38,39,65"
368734712,PC,"18,24,25,52"
172222885,PC,"20,43,44,45,60,71,72"
119292328,CP,"6,7,33"
144628120,PC,"7,8,34"
399195246,PC,"10,11,37,38,64,65"
189852832,PC,20
458995583,PC,"10,36,37"
464388115,PC,"9,10,36,37"
353498819,PC,"20,47"
55778666,PC,"15,21,22,41,48"
317189702,PC,"6,32,33"
107090327,PC,"7,34"
157769780,PC,"14,20,26,40,47,60"
272994016,PC,"19,59"
294434193,PC,"6,33,43,45,71,72"
443823169,PC,"7,34,44,45,46,61,71,72"
88485645,PC,"20,47,60"
344927749,PC,"8,35,45,46,62,72"
170466784,PC,"7,34,61"
306249066,PC,"10,37,63,64"
397924314,PC,"18,24,25,52,58"
17683158,PC,"8,35"
446684383,PC,"9,10,36,37"
108940329,PC,"7,34,61"
441797394,PC,"14,15,16,17,18,19,21,22,23,24,25,26,41,47,48,49,51,52,53,54,55,56"
394691478,PC,"14,40,41"
11034516,PC,"14,41,54"
264159776,PC,"7,33,71"
47220926,PC,"6,32,43,44,45,71"
91777086,PC,"6,33,43,44,45,71,72"
307375528,PC,"6,33,43,44,45,71,72"
421006834,PC,"7,44,45,46,71,72"
421005422,PC,"7,71,72"
16740548,PC,"14,15,41,55,75"
353302490,PC,"19,43,44,45,73"
67246795,PC,"15,41,55,75"
230856987,PC,"15,41,55,75"
302527524,PC,"9,10,11,36,37,38"
154616309,PC,"7,8,34"
275887811,PC,"14,15,41,55"
303030789,PC,"10,11,37,38,63"
231937059,PC,"5,7,32,34"
387342052,CP,"7,33,44,45,46"
396133015,CP,"16,56"
281196902,CP,"19,59,73"
142532090,CP,"6,7,33"
49705089,CP,"6,33"
40055053,CP,"14,40,41"
232941965,CP,"15,41,55"
308208458,PC,"2,29,69"
31975443,PC,"8,9,35,36"
191202679,PC,"17,57"
469791892,PC,"13,27"
280803800,PC,"1,2,3,28,29,30,68,69"
96475638,PC,"12,39,66"
53843023,PC,1
341405597,PC,"13,27,67"
55450156,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,28,29,30,31,32,33,34,35,36,38,39,61,62,63,65,66,67,68"
201254754,PC,"1,2,28,68,69"
139879080,PC,"1,27,28,68"
320847025,PC,"13,27,67"
337217173,PC,"4,31,42,70,71"
184733148,PC,"18,58"
312345863,PC,"17,18,58"
445807396,PC,"21,48"
459913687,PC,5
156999527,PC,"6,7,33,34"
416486384,PC,"15,16,41,55,56"
164280385,PC,"16,56"
292469572,PC,"18,58"
251705938,PC,"18,58,59"
350432166,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69"
419957314,PC,"4,31,42,43,70"
431899136,PC,"18,59"
309257814,PC,"1,8,9,10,11,28,31,35,36,37,38,61,62,63,64"
61344769,PC,"6,33"
302908969,PC,"20,47"
192415680,PC,"18,58"
26547036,CP,"14,15,16,56"
170368805,PC,"7,34"
422159302,PC,"16,17,24,57,76,77,83,84"
64837857,PC,"16,17,57,77,83,84"
64837857,PC,"16,17,57,77,83,84"
64837857,PC,"16,17,57,77,83,84"
64837857,PC,"16,17,57,77,83,84"
77527511,PC,"8,35"
191998744,PC,"20,47,60"
383828887,PC,"14,40"
369062542,PC,"14,40,41,54"
114947483,PC,"14,40,53,54"
184521624,PC,"14,41,54,55"
196066560,PC,"15,55"
322498101,PC,"15,16,41,55,56"
330944099,PC,"16,17,24,56,57"
383829317,PC,"14,26,40,53,54,74"
154926644,PC,"14,19,20,21,26,40,41,47,52,53,59,73,74"
343336312,PC,"15,16,17,24,55,56,57,58,75"
156512187,PC,"14,15,20,21,26,40,41,47,48,53,60,73,74,75"
219803922,PC,"14,15,16,17,18,19,20,21,22,23,24,26,40,41,47,48,49,50,51,53,54,55,57,59,60,73,74,75"
430930679,PC,"16,17,56,57,76,77"
130948731,PC,"7,8,34,61,62"
265146266,PC,"17,18,19,24,25,26,52"
34524670,PC,"6,33"
287643871,PC,"15,16,56,82,83"
47244580,PC,"8,34,61"
64282927,PC,"15,16,56,57,76,77,83,84"
343019899,CP,"16,17,56,57,76,77,83,84"
152245179,PC,"8,61"
270355392,PC,"4,31,42,43,70,71"
12980264,PC,"18,58"
167654347,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37,38,39,61,62,63,64,65"
72494421,PC,6
12423815,PC,"2,29,69"
101948569,PC,"2,29,69"
154618248,PC,"2,28,29,69"
179985715,PC,"2,29,69"
322063810,PC,"2,29,69"
237928815,PC,"2,4,8,29,30,31,38,62,65,68,69"
38510224,PC,"1,2,3,4,5,7,8,11,12,28,29,30,31,32,34,35,38,39,61,62,63,64,65,66,67,68,69"
349829627,PC,"1,3,4,5,6,7,8,9,10,11,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,67,68,69"
300710077,PC,"1,2,3,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,35,36,37,38,39,61,62,63,64,65,66,67,69"
300710077,PC,"1,2,3,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,35,36,37,38,39,61,62,63,64,65,66,67,69"
300710077,PC,"1,2,3,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,35,36,37,38,39,61,62,63,64,65,66,67,69"
30853470,PC,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,61,62,64,65,66,67,68"
238898571,PC,"5,6,7,32,33,34,61,68"
231728511,PC,"4,5,6,27,31,32,33,37,64,67"
220459826,PC,"4,5,6,9,10,12,13,27,29,30,31,32,33,36,37,39,63,64,65,66,67,68,69"
323132914,PC,"10,11,12,13,37,38,39,64,65,66"
322270620,PC,"12,13,39,66,67"
375223080,PC,"10,11,12,37,39,63,64,65,66"
273985865,PC,"1,12,13,27,28,39,66,67,68"
396368313,PC,"11,12,38,39,65,66"
356590734,PC,"11,39,64,65,66"
280803917,PC,"1,2,3,27,28,29,30,67,68,69"
231077395,PC,"1,2,3,4,5,6,7,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,61,62,63,64,65"
238920875,PC,"1,5,6,7,8,11,28,32,34,35,38,61,65,68"
279514271,PC,"2,3,6,7,8,9,12,13,29,30,32,33,34,35,36,61,62,63,66,67,68,69"
142087638,PC,"7,28,29,30,31,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69"
219175972,PC,"1,5,7,11,28,31,32,33,34,38,61,65,68"
260367888,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,61,62,63,64,65,66,67,68,69"
182078202,PC,"1,13,27,28,67,68"
141186075,PC,"1,2,3,4,5,6,7,8,9,10,11,12,27,28,29,31,32,33,34,35,36,37,38,39,61,62,64,65,66,67,68,69"
141186075,PC,"1,2,3,4,5,6,7,8,9,10,11,12,27,28,29,31,32,33,34,35,36,37,38,39,61,62,64,65,66,67,68,69"
139148528,PC,"1,28,68"
278988097,PC,"4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,65,66,67,68,69"
350299588,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69"
313889049,PC,"2,29,69"
50379036,PC,"1,2,13,27,28,67,68"
149389419,PC,"2,3,5,6,7,8,9,10,12,13,27,28,29,30,32,33,34,35,36,37,38,39,61,63,64,66,68,69"
52307802,PC,"1,2,27,28,29,67,68,69"
401980624,PC,"12,38,39,65"
197807778,PC,"2,3,4,29,30,31,69"
33716474,PC,"1,2,5,6,8,9,12,13,27,28,29,32,35,36,39,61,62,63,65,66,67,68,69"
307849973,PC,"9,11,35,36,37,38,62,63,64,65,69"
304339227,PC,"13,39,66"
238854767,PC,"1,13,27,28,67,68"
219181903,PC,"1,5,6,7,8,11,28,31,32,33,34,38,61,65,68"
237929468,PC,"1,2,3,4,8,11,28,29,30,31,34,38,61,62,64,65,68,69"
277128619,CP,"12,13,27,39"
418471116,PC,"11,12,38,39"
418298773,PC,"11,38,39,65,66"
306512967,PC,"1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69"
255588086,PC,"6,61,68,69"
255560319,PC,"1,2,5,7,8,11,12,28,29,31,32,33,34,35,38,39,61,62,65,66,67,68,69"
418343229,PC,"19,20,26,40,52,53,59,60"
467580267,PC,"18,58"
271747067,PC,"17,18,24,57,58"
184739529,PC,"18,58"
377064495,CP,"8,35,45,46,72"
269488987,PC,"15,55,56"
50120414,PC,"18,58,59"
445145355,PC,6
197743152,PC,"16,56,57"
37749396,CP,"3,42,70"
468880077,PC,"5,42,43,44,70,71"
124206468,PC,"10,37"
248387177,PC,"3,30,42,43,70"
434260570,PC,"5,32,43,44,70,71"
29017001,PC,"18,42,43,44,70,71"
258796169,PC,"17,42,43,70"
270355392,PC,"4,31,42,43,70,71"
434110695,PC,"2,29,69,70"
468979441,PC,"7,34,44,45,46,61,72"
416739490,PC,"5,42,43,44,70"
423360793,PC,"3,30,42,43,70"
244161191,PC,"3,30,70"
366622912,CP,"7,34,44,45,46,72"
264979636,PC,"7,34,71,72"
387690507,CP,"6,33,44,45,71,72"
395142888,PC,"16,17,24,57,77"
158025009,CP,"16,23,50,77"
233951353,PC,"14,15,16,17,41,55,57,75,76,77"
252616865,PC,"16,17,57,77"
378291076,PC,"17,18,24,57,58,77"
130181866,CP,"20,44,45,46,47,72"
365673804,PC,"15,16,17,18,24,56,57,58,76,77"
408636441,CP,"16,17,24,56,57,58,76,77"
283829553,PC,"16,23,24,49,50,51,76,77"
144124187,PC,"9,63,72"
59128183,PC,"5,32,43,44,71"
239816546,CP,"19,43,44,45,59,71,72"
306903715,PC,"6,33,71,72"
95234976,PC,"20,44,45,46,47,71,72"
234388232,PC,"7,44,45,46,71,72"
96948338,PC,"19,43,44,59,71"
96165095,PC,"19,43,44,59,71"
371470493,PC,"18,42,43,44,70,71"
386197662,PC,"6,33,44,45,71,72"
91697121,PC,"6,33,43,44,45,71,72"
367434266,PC,"20,44,45,60,71,72"
468983280,PC,"7,34,44,45,46,72"
270679144,PC,"8,34,45,46,61,72"
443582629,PC,"9,36,45,46,72"
318836983,PC,"4,42,43,70,71"
64282927,PC,"15,16,56,57,76,77"
2507547,PC,"19,43,44,45,59,71"
144700903,CP,"6,71,72"
286864983,PC,"10,37,64"
407126408,CP,"12,13,65,66"
198213332,PC,"14,15,16,17,18,19,21,22,23,24,25,26,40,41,47,48,49,51,52,53,54,55,56,57,58,59,60,73,74"
13419950,PC,"14,15,41,75,81,82"
229510866,CP,"14,15,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,78,79,81,82"
167092385,PC,"15,55,56,75,76,82"
293954617,CP,"14,15,16,41,54,55,56,75,76,81,82"
294179385,PC,"14,15,16,41,54,55,56"
199376584,CP,"14,15,41,55,75,81,82"
219776325,PC,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,59,60,73,74,75,76,77,78,79,80,81,82"
441739020,CP,"14,15,16,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,55,56,57,58,59,60,73,74,75,76,77,78,79,80,81,82"
441739871,PC,"14,15,16,17,18,19,20,21,22,23,24,25,26,41,47,48,49,51,52,53,54,55,56,57,58,59,60"
229742722,CP,"14,15,16,17,18,19,20,22,23,25,26,40,41,47,48,49,50,52,53,54,55,56,57,59,60,73,74,75,76,77,78,79,80,81,82"
219879302,PC,"14,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60"
237071229,PC,"15,17,24,55,56,57,58,75,76,77,82"
103633672,PC,"14,20,21,40,41,47,60"
165527918,PC,"14,17,18,20,21,23,24,25,26,40,41,47,48,50,51,52,53,54,55,56,57,58,59,60"
233680651,PC,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,73,74,75,76,77,78,79,80,81,82"
233066156,PC,"14,15,16,17,18,19,20,21,22,23,24,25,40,41,47,48,49,50,51,52,54,55,56,58,59,60"
233688779,PC,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,55,56,57,59,60,73,75,76,77,78,79,80,81,82"
229787062,PC,"14,15,16,17,18,19,20,22,23,25,26,40,41,47,48,49,50,52,53,54,55,56,57,59,60"
258920431,CP,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60"
229671380,PC,"14,15,16,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,53,55,56,57,58,59,60"
378390325,PC,"14,15,41,55,75,81"
188646744,PC,"15,41,55,56,75,82"
283471501,PC,"15,55,56,75,76,82"
165682741,PC,"15,56"
470653603,PC,"19,59"
234958949,PC,"6,33"
345450130,PC,"5,42,43,44"
66726479,PC,"16,17,57"
283303192,PC,"6,33"
267373896,PC,"15,16,55,56"
87091417,PC,19
279265701,PC,"18,19,24,25,52"
229618478,PC,"14,17,18,19,21,22,23,24,25,26,40,47,48,50,51,52,53,54,55,57,58,59,60"
259810421,PC,"19,59"
149788158,PC,"8,34,61"
202563254,PC,"14,15,41,54,55"
375506058,CP,"15,16,55,56,57,76,77,82"
431114892,PC,"16,17,56,57"
355449539,PC,"7,8,33,34,35,61,62"
406672232,PC,"14,41,55,81,82"
167403519,PC,"15,55,56,75,76,82"
26880783,PC,"16,40,54,55,56,74,75,76,81,82"
258829450,PC,"14,15,16,17,18,19,20,21,22,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,79,80,81,82"
326203952,PC,"15,56"
298297931,PC,"14,15,41,55,82"
275758701,PC,"14,15,41,55,56,76,81,82"
92439980,PC,"14,41,54,55,75,81,82"
201899356,PC,"2,3,29,30"
266213232,PC,"19,59"
69068526,PC,"14,40,54"
262843259,PC,"2,3,4,28,29,30,31,68,69"
286094277,PC,"15,16,41,55,56,75,76,82"
275722992,PC,"15,16,55,56,75,76,82"
37862966,PC,"5,32"
276922692,PC,"14,15,16,41,56,75,76"
138609069,PC,"15,16,55,56,76"
66266024,PC,"15,41,55,56,75,76"
138225319,PC,"15,16,55,56,75,76"
188814758,PC,"15,41,55,56,76"
195933415,PC,"15,41,55,56,75"
166178400,PC,"14,15,16,21,22,23,48,49,75,76"
296327387,PC,"14,16,41,55,56,75,76"
195483731,PC,"15,16,41,55,56,75,76"
452864692,PC,"16,17,56,57,76,77"
395214388,PC,"16,17,56,57,76,77"
293949992,PC,"14,16,41,54,55,56,57,74,75,76,77"
313922260,PC,"16,17,57,77"
325765282,PC,"16,17,56,57,76,77"
444209952,PC,"17,24,57,77"
469523613,PC,"15,16,17,57,76,77"
197604890,PC,"16,56,57,76,77"
417564823,PC,"15,16,17,24,56,57,76,77"
66545173,PC,"16,17,57,77"
430406538,PC,"16,56,57,76,77"
430845815,PC,"16,56,57,76,77"
266488971,PC,"14,15,16,40,41,50,54,55,56,57,60,74,75,76,77"
200465781,PC,"16,56,57,76,77"
66286602,PC,"16,17,56,57,76,77"
335624180,PC,"16,17,24,57,76,77"
286382849,PC,"15,16,17,24,56,57,76,77"
420383981,PC,"16,17,57,77"
64198376,PC,"15,16,56,57,76,77"
345596003,PC,"17,24,57,77,78"
256418577,PC,"18,24,58,78"
269231011,PC,"17,24,57,58,77,78"
434086605,PC,"17,24,57,58,77,78"
434270112,PC,"17,18,24,57,58,77,78"
404898080,PC,"16,17,18,24,56,58,76,77,78"
420018238,PC,"17,18,24,58,78"
269102377,PC,"17,18,57,58,77,78"
470749725,PC,"17,18,24,57,58,77,78"
269514008,PC,"17,24,57,58,77,78"
269330087,PC,"17,18,24,57,58,78"
402848417,PC,"18,19,25,26,52,53,58,59,73,78,79"
352284958,PC,"18,19,24,25,52,58,59,78,79"
331619598,PC,"19,25,26,52,53,59,73,79"
378860702,PC,"18,25,58,59,78,79"
154869806,PC,"19,20,25,26,40,47,52,60,73,74,79"
469523619,PC,"15,16,17,57,76,77"
431033767,PC,"16,17,56,57,76,77"
444159424,PC,"16,17,57,77"
154264903,PC,"16,17,56,57,76,77"
415461195,PC,"16,17,57,76,77"
446157122,PC,"19,20,26,40,52,53,59,60"
381789320,PC,"13,39"
332657786,PC,"8,35,62"
48018596,PC,"15,26,41,53,54,55,75,79,80,81,82"
422914082,PC,"4,31,70"
308778563,PC,"18,58"
196474344,PC,"17,57,58"
366074071,PC,"17,18,24,25,58,78"
104208182,PC,"18,19,59"
332911893,PC,"4,31"
328933398,PC,"20,21,40,41,47,52,53,59,60"
233721037,PC,"14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,56,57,58,59,60"
38399060,PC,"4,31"
232608943,CP,"17,53"
88565745,PC,"20,47"
85292615,PC,"21,48"
103605399,PC,"14,20,21,40,41,47"
296739893,CP,"8,35,62"
252474634,PC,"21,48"
283884522,PC,"17,57"
407905370,PC,16
274017513,PC,"2,3,29,30,69"
27459498,PC,"14,15,40,41,54,55,56"
294594423,PC,"14,15,41,54,55"
366115856,PC,"17,18,24,57,58"
334394274,PC,"16,17,24,56"
327004130,PC,"17,18,24,57,58"
1271152446,PC,"14,15,16,17,18,19,20,21,22,23,25,40,41,47,48,49"
219866209,PC,"14,15,16,17,18,19,20,21,23,24,25,40,41,47,48,49,50,51,52,57,59"
252585354,PC,"16,17,57"
444753130,PC,"18,25,58"
233867481,PC,"14,17,41,55,57,75"
308994098,PC,"1,4,8,9,10,11,28,31,34,36,37,38,61,62,64,68,69"
288516853,PC,"14,19,20,21,24,25,26"
261680542,PC,"1,13,27,28,66,67,68"
469810663,PC,"13,27,66,67"
469810663,PC,"13,27,66,67"
52368076,CP,"1,2,28,68,69"
251848941,CP,"2,29,69"
306996324,CP,"10,37,63"
306996324,CP,"10,37,63"
464593883,PC,13
370123525,PC,"18,58"
266401846,PC,"19,59"
126225595,PC,"15,41"
326475995,PC,"16,17,56,57"
234994474,CP,"1,28,68"
262530407,CP,"2,3,29,69"
320004517,CP,"13,27,67"
428892437,PC,"19,20,25,40,52,53"
407495930,PC,"18,19,24,25,52"
452508760,PC,"14,41,54,55"
426032475,PC,"1,2,13,27,28,29,66,67,68,69"
202872757,PC,"18,58"
282485660,CP,"12,39"
166671025,PC,"2,3,29,30,69"
468983280,PC,"7,44,45,46,72"
31142436,PC,"5,6,32"
235015217,PC,"1,28,68"
452658846,PC,"15,55"
229210014,PC,"6,33,71,72"
127226712,PC,"6,43,44,45,71,72"
360142739,PC,"14,41,54,55"
430751891,PC,"16,56,57"
456910600,PC,"17,42,43,57,70,71"
28961316,PC,"18,42,43,44"
317252733,PC,"19,59"
10507330,PC,"18,24,25,52"
193765661,PC,"14,15,41,55"
237015185,PC,"15,16,17,18,24,48,55,56"
194076601,PC,"14,15,41,55,56"
128558444,PC,"16,56"
63844530,PC,"15,16,56,57"
155258153,PC,"17,57"
302201081,PC,"17,42,43,57"
437756191,PC,"17,57"
121070864,PC,"19,73"
259330386,PC,"19,59,73"
256584532,PC,"17,18,24,25,52"
405897415,PC,"14,15,16,41,54,55,56"
286080865,PC,"15,16,41,55,56"
315907220,PC,"15,16,17,56,57"
370981403,PC,"16,17,56"
149855074,PC,18
400432230,PC,"14,15,16,20,40,41,50,54,55,56"
427153307,PC,"16,17,24,56"
367425982,PC,"16,18,24,57,58,78"
338065029,PC,"16,17,24,57"
269043098,PC,"17,18,24,57,58"
399346877,PC,"18,24,25,52,58"
400899926,PC,"18,24,25,52,58"
230084146,PC,"15,16,17,18,20,21,22,23,24,25,26,40,41,47,48,50,51,52"
160618074,PC,"15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,59"
398371628,PC,"18,19,20,25,26,40,47,52,59"
435719275,PC,"14,41"
160521907,PC,"14,15,16,19,20,21,22,25,26,40,41,47,48,49,52"
283845022,PC,"17,18,58"
365509373,PC,"5,32,43,44,70,71"
427765233,PC,"17,18,24,57,58"
422912527,PC,"4,42,43,71"
350733403,PC,"14,17,18,19,20,21,23,24,25,26,40,47,50,51,52,53,54,57,58,60,73,74"
233287217,PC,"14,15,54,55,56,74,75"
233855268,PC,"14,15,16,41,55,56,57,75"
416195843,PC,"14,15,16,17,19,20,22,23,24,25,26,40,41,47,49,50,52,53,54,55,56,57,58,59,60,73,74,75"
38696105,PC,"3,11,12,28,29,30,31,32,34,35,36,38,39,62,63,64,65,66,67,68,69"
402319411,PC,"2,29,42,69,70"
305048116,PC,"2,29,69"
175482273,PC,"2,29,69"
420049884,PC,"4,31,70,71"
19025965,PC,"7,34,44,45,46,71,72"
146406806,PC,"7,8,34,35,61"
339857675,PC,"7,8,9,34,35,36,61,62,63"
260004324,CP,"1,2,3,4,5,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,64,65,66,67,68,69"
38510224,PC,"1,2,3,4,5,7,8,11,12,28,29,30,31,32,34,35,38,39,61,62,63,64,65,66,67,68,69"
219195044,PC,"4,5,6,7,8,11,12,28,31,32,33,34,35,38,61,65,66,67,68,69"
219195044,PC,"4,5,6,7,8,11,12,28,31,32,33,34,35,38,61,65,66,67,68,69"
167418903,PC,"1,2,3,4,5,6,7,8,9,11,12,13,28,29,30,31,32,33,34,35,36,37,38,39,61,62,64,65,66,67,69"
72985822,PC,"10,37,64"
73649615,PC,"10,11,37,64"
334305570,PC,"10,37,64"
327301957,PC,"13,27,67"
304100538,PC,"1,13,27,28,67,68"
374997123,PC,"1,2,3,4,5,6,7,9,10,11,12,13,27,29,30,31,32,33,34,35,36,37,39,62,63,64,65,66,67,68,69"
235684964,PC,"14,15,16,17,18,19,20,21,22,23,24,40,41,47,48,49,50,51,52,56,57,58,59,60"
403368444,PC,"12,39,65"
263003176,CP,"1,12,13,27,39,66"
447061717,CP,"9,10,36,37,63"
329148988,CP,"16,17,24,56,57"
149601126,CP,"1,3,4,5,6,7,8,9,10,11,13,27,28,30,31,32,33,34,35,36,37,38,39,61,62,64,65"
141488193,CP,"20,26,53"
219854519,CP,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,56,57,58,59,60"
257527578,CP,"4,31"
466206508,CP,"13,27"
209464063,CP,"4,30,31"
299945285,PC,"2,3,4,5,6,7,8,9,10,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69"
33831980,PC,"1,2,3,5,6,8,9,12,13,27,28,29,32,33,35,36,38,39,61,62,63,64,65,66,67,68,69"
388106759,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37,38,39,61,63,64,65,66,67,68,69"
388106759,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37,38,39,61,63,64,65,66,67,68,69"
142276270,CP,"14,15,21,22,41,48"
91987762,CP,"21,45,46,48,72"
235678745,CP,"14,15,16,17,18,19,20,21,22,23,24,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60"
235678745,CP,"14,15,16,17,18,19,20,21,22,23,24,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60"
