TIC ID,TFOPWG Disposition,Sectors
367102581,FP,"17,18,19,20,24,25,26,52"
346418409,FP,16
366563452,FP,"17,18,19,20,23,24,25,26,40,47,50,52,53"
468472950,FP,"15,16"
230386397,FP,"14,15,16,17,18,20,21,22,23,24,25,26,40,41,47,48,49"
382474101,FP,"2,29"
147576037,FP,"14,20,21,40,41,47"
237200747,FP,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,51"
42015200,FP,3
387834907,FP,"16,17"
143257766,FP,"13,27"
279212407,FP,"18,24,25,52"
259126549,FP,"14,15,16,18,19,20,21,22,23,24,25,26,40,41,47,48,49"
188989177,FP,5
167031605,FP,6
300599466,FP,"1,2,3,4,5,6,7,8,9,11,12,13"
125894957,FP,7
409459226,FP,7
124709665,FP,"7,33"
219151731,FP,"5,6,7,32,33,34"
219821826,FP,"14,15,16,17,18,20,21,23,24,25,26,40,41,47,48,49"
380886535,FP,"3,30,42,43"
312122956,FP,"19,43,44,45"
95129101,FP,"20,44,45,46"
289988797,FP,"10,37,46"
240148934,FP,20
106997505,FP,7
133505138,FP,"9,10,36,37"
350995812,FP,14
21755546,FP,"14,40,41"
117256577,FP,"14,41"
277014266,FP,"14,15,16,41"
92783821,FP,"14,15,41"
30312676,FP,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,29,30"
330468175,FP,"15,16"
1449756,FP,"5,32"
258777134,FP,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47"
189013222,FP,"5,32"
285674856,FP,18
74482749,FP,"8,9,35,36"
325680697,FP,"4,31"
9804616,FP,4
20178111,FP,"6,32"
365639282,FP,6
108645766,FP,7
274138511,FP,7
311183180,FP,"5,31"
59003115,FP,5
1133072,FP,8
33153766,FP,9
147660201,FP,9
309402106,FP,"1,5,8,9,10,11"
22843856,FP,"18,42,43,44"
184679932,FP,18
382302241,FP,1
403287048,FP,1
389525208,FP,"1,27"
220518305,FP,"1,3,28,29,30"
403136413,FP,1
253917293,FP,1
79395355,FP,1
155995204,FP,2
271900960,FP,4
259701242,FP,"3,4,5,6,13,30"
176984236,FP,"1,2,3,4,5,7,8,9,10,11,12,13,27,28,29,30,31,32"
206466531,FP,"3,4,30"
339733013,FP,"1,2,3,4,5,6,7,8,9,10,11"
279251651,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,27"
408159788,FP,"5,32"
169532369,FP,5
459942762,FP,5
44745077,FP,"4,5"
143350972,FP,5
316916655,FP,5
275248683,FP,8
131419878,FP,"7,8,34"
255760319,FP,"2,5,6,7,8,12,29,32"
348844154,FP,4
300557619,FP,"1,4"
425163745,FP,5
449050247,FP,"5,12"
146434840,FP,5
238374636,FP,"7,8,9,34,35,36"
374908020,FP,"2,9"
54044474,FP,"9,36"
459997997,FP,"10,11,36"
327663613,FP,"1,2,3,4,5,6,7,8,9,10,11"
183979262,FP,"1,2,27,28"
279740441,FP,3
166697854,FP,2
9102327,FP,2
188593930,FP,2
175476629,FP,2
41865539,FP,2
155986102,FP,2
69838258,FP,2
415969574,FP,2
139285736,FP,2
20892672,FP,2
207084429,FP,"2,29"
229091748,FP,2
281979481,FP,"3,10,11,12,13,33,37,38,39"
262530873,FP,"2,3,29"
13023738,FP,"2,29"
9032368,FP,2
92359850,FP,"4,31"
29960109,FP,4
176778112,FP,"4,31"
167754523,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32"
49899799,FP,"4,31"
427348923,FP,"6,32"
427352241,FP,"6,32"
219164808,FP,"1,4,5,7,8,11,28,31,32,33,34,38"
438490744,FP,6
302895996,FP,6
32830028,FP,6
311183180,FP,5
287474726,FP,"8,34"
270841724,FP,8
146261607,FP,"7,8,34"
128463355,FP,"7,8,34"
287329267,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29"
144956678,FP,"7,8,34"
145982812,FP,8
145027461,FP,"7,8"
118021229,FP,8
141227133,FP,8
365781372,FP,6
97158538,FP,"7,33,34"
349790953,FP,"1,3,4,5,6,7,8,9,10,11,13,27,28,29,30,31,32,33,34,35,36,37,38"
348755723,FP,8
146463781,FP,8
82362447,FP,8
432008938,FP,8
238197709,FP,"2,3,5,6,9,10,12,13,27,28,29,30,32"
78672342,FP,6
445822015,FP,9
101497191,FP,9
219239945,FP,"3,4,5"
391821647,FP,"1,2,3,4,5,6"
119081096,FP,8
174143743,FP,"7,8"
150271680,FP,9
373424049,FP,"9,10"
304042899,FP,"10,37"
175180796,FP,"7,8"
32283946,FP,3
229141709,FP,3
372913430,FP,"1,4,5,7,8,9,10,11,27,31"
271596418,FP,"1,2,3,4,5,6"
37084932,FP,6
237808867,FP,6
438295981,FP,6
284288080,FP,"6,7,8,9"
250484865,FP,6
153027658,FP,"3,4,30,31"
271722899,FP,4
278199349,FP,4
261258875,FP,"1,4,5,7,8,11,12,13,27,28"
279999655,FP,7
265077027,FP,7
141776043,FP,7
179155220,FP,7
179159972,FP,7
445586472,FP,"7,8,9,10,34"
453209605,FP,7
133654092,FP,7
347098457,FP,"7,34"
268371979,FP,7
5772442,FP,7
33091633,FP,7
425220920,FP,7
113553629,FP,7
108835813,FP,7
317951248,FP,7
142918609,FP,7
156115721,FP,"7,8,34"
139853601,FP,"7,34"
97700520,FP,"7,34"
182943944,FP,8
291555748,FP,"7,8,9"
140706664,FP,8
143994283,FP,8
141482386,FP,"1,2,4,5,6,7,8,9,10,11,12,27,28,29"
447283466,FP,"9,10"
90544017,FP,"8,9,35"
310483807,FP,"8,9,10"
385624852,FP,"9,10,35,36"
370745311,FP,"9,10,11"
384549882,FP,"8,9,10"
253990973,FP,13
31858844,FP,"13,27"
140830390,FP,"1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,33"
426077080,FP,12
129319156,FP,12
361034196,FP,12
387079085,FP,"11,12"
382331352,FP,"11,12"
375225453,FP,"10,11,12,37"
295599256,FP,13
369864738,FP,"12,13"
90919952,FP,13
425721385,FP,13
91576611,FP,13
69997672,FP,14
110428269,FP,14
161450762,FP,14
48188920,FP,14
232967666,FP,19
15247229,FP,14
237185205,FP,"14,26,40,41"
24364065,FP,14
308034948,FP,"10,11"
274762761,FP,"14,15"
267561446,FP,"15,16"
274662200,FP,"15,16"
408203470,FP,15
229536616,FP,15
185405474,FP,"14,15"
287190564,FP,15
294179389,FP,"14,15,16"
15565627,FP,"14,15"
195199644,FP,15
256886630,FP,"15,16"
345996087,FP,15
387664866,FP,15
387664868,FP,15
42123111,FP,"14,15"
233681149,FP,"14,15,16,17,18"
229770036,FP,16
275501623,FP,"16,17,24"
136971594,FP,"15,16"
190430205,FP,"15,16"
240613164,FP,16
274170255,FP,"15,16"
329864959,FP,"16,17"
343442463,FP,16
416987878,FP,"15,16"
468845640,FP,"16,17"
258801269,FP,"14,15,16,17,18,19"
259129875,FP,"14,15,16,17,18,19"
128501004,FP,16
2041563029,FP,16
377304435,FP,"14,15,16,19"
138968089,FP,15
427654774,FP,"17,18"
354594208,FP,17
384045439,FP,"16,17"
414870287,FP,"16,17"
430677414,FP,"16,17"
377739433,FP,"17,18"
269509393,FP,17
270238522,FP,"17,18"
387413037,FP,"16,17,18,19"
312259170,FP,"17,18"
312469860,FP,"17,18"
354600221,FP,"17,18"
431585347,FP,17
409520860,FP,17
320506985,FP,"17,18"
117322779,FP,18
245462406,FP,18
249862365,FP,18
256414077,FP,18
284050395,FP,"17,18"
285677945,FP,18
292321872,FP,18
307111282,FP,"17,18"
332154944,FP,18
348135793,FP,18
354400186,FP,18
403256331,FP,"17,18"
444415148,FP,"17,18"
71854745,FP,18
82010657,FP,"18,19"
201154493,FP,18
68152139,FP,18
118301361,FP,18
26433869,FP,"18,42"
376838000,FP,"17,18"
470852531,FP,"17,18"
51024887,FP,18
348673213,FP,18
122485078,FP,"18,19"
353367071,FP,"18,19"
354006740,FP,"18,19"
368536386,FP,"18,19"
409183335,FP,"18,19"
470315428,FP,"18,19"
73104318,FP,"18,19"
23650642,FP,20
371210825,FP,20
461662295,FP,20
81212286,FP,20
298666530,FP,20
53427308,FP,20
420112587,FP,"14,15,16,17,19"
450327768,FP,21
377290815,FP,"14,15,16,17,22"
356919658,FP,20
400476523,FP,20
233503636,FP,"14,15,16,18,19,20,21,22,24"
308425348,FP,"10,11"
325172035,FP,"10,11,37"
167009792,FP,"1,2,3,4,5,7,8,10,11,12,13,27,28,29"
461080504,FP,"10,11,36"
357536526,FP,"9,10,11"
127315102,FP,"11,38"
394509844,FP,11
242536549,FP,"11,38"
166184426,FP,11
334911765,FP,11
400323948,FP,"11,37,38"
141663464,FP,11
295354126,FP,"11,12,38"
293708935,FP,11
383531859,FP,"11,38"
458856474,FP,"10,11,36"
458857720,FP,"10,11"
127793615,FP,11
89535068,FP,"10,35,36"
324395151,FP,"10,37"
457939414,FP,"10,36"
147340931,FP,10
453464017,FP,"10,11,12,37,38"
275384718,FP,10
429295277,FP,10
439610306,FP,10
11996814,FP,"18,24,25"
141663460,FP,11
279982557,FP,"15,16,17,18,19,20,21,22,24"
61733521,FP,"13,27"
98494121,FP,"13,27"
293527670,FP,"1,13,27,28"
29959761,FP,"4,31"
100589632,FP,"5,6,32,33"
219766989,FP,"10,37"
260849386,FP,"7,8,9"
49617263,FP,"3,30"
168871868,FP,"4,5,31,32"
373453507,FP,"5,32"
124702477,FP,"7,33"
48178229,FP,"6,7,33"
144043410,FP,"8,34"
239638934,FP,"15,16"
78775584,FP,"9,35,36"
105801221,FP,"9,36"
146244533,FP,"8,9,35,36"
424747720,FP,"13,27"
266843799,FP,"10,11,37"
389371332,FP,"7,27,28,29,31,32,34,35"
300011941,FP,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36"
343708863,FP,"11,12,38,39"
305943739,FP,"14,40,41"
